"Title","Journal","Year","Authors","DOI","PMID","Abstract"
"Real-Time Terrain-Aware Path Optimization for Off-Road Autonomous Vehicles","PEERJ COMPUTER SCIENCE","2024","Ramirez-Robles, Ethery; Starostenko, Oleg; Alarcon-Aquino, Vicente","10.7717/peerj-cs.2209","39145222","Abstract

BACKGROUND
Autonomous driving is a growing research area that brings benefits in science, economy, and society. Although there are several studies in this area, currently there is no a fully autonomous vehicle, particularly, for off-road navigation. Autonomous vehicle (AV) navigation is a complex process based on application of multiple technologies and algorithms for data acquisition, management and understanding. Particularly, a self-driving assistance system supports key functionalities such as sensing and terrain perception, real time vehicle mapping and localization, path prediction and actuation, communication and safety measures, among others.

METHODS
In this work, an original approach for vehicle autonomous driving in off-road environments that combines semantic segmentation of video frames and subsequent real-time route planning is proposed. To check the relevance of the proposal, a modular framework for assistive driving in off-road scenarios oriented to resource-constrained devices has been designed. In the scene perception module, a deep neural network is used to segment Red-Green-Blue (RGB) images obtained from camera. The second traversability module fuses Light Detection And Ranging (LiDAR) point clouds with the results of segmentation to create a binary occupancy grid map to provide scene understanding during autonomous navigation. Finally, the last module, based on the Rapidly-exploring Random Tree (RRT) algorithm, predicts a path. The Freiburg Forest Dataset (FFD) and RELLIS-3D dataset were used to assess the performance of the proposed approach. The theoretical contributions of this article consist of the original approach for image semantic segmentation fitted to off-road driving scenarios, as well as adapting the shortest route searching A* and RRT algorithms to AV path planning.

RESULTS
The reported results are very promising and show several advantages compared to previously reported solutions. The segmentation precision achieves 85.9% for FFD and 79.5% for RELLIS-3D including the most frequent semantic classes. While compared to other approaches, the proposed approach is faster regarding computational time for path planning."
"Energy-efficient hybrid model predictive trajectory planning for autonomous electric vehicles","JOURNAL OF AEROSPACE COMPUTING, INFORMATION, AND COMMUNICATION","2004","Schouwenaars, Tom; Mettler, Bernard; Feron, Eric; How, Jonathan","10.2514/1.12931",,
"Maximum Curve-Passing Speed Correction for Online Trajectory Optimization of Autonomous Vehicles","IFAC-PAPERSONLINE","2017","Receveur, Jean-Baptiste; Victor, Stéphane; Melchior, Pierre","10.1016/j.ifacol.2017.08.2063","41285133",
"ACAV: a framework for automatic causality analysis in autonomous vehicle accident recordings","IEEE WOMEN IN ENGINEERING MAGAZINE","2008","Wax, Heather","10.1109/mwie.2008.925802","41116384","Building on the work of Almasan et al. [IEEE Trans. Netw. Sci. Eng. 12, 1649 (2025)10.1109/TNSE.2025.3537162], we propose a continuous-time Markov model for human contact dynamics denoted the continuous random walkers induced temporal graph model (CRWIG). In CRWIG, M walkers move randomly and independently of each other on a Markov graph with N nodes in continuous time. If walkers are in the same state (node of the Markov graph) at time t, a link is created between them in their temporal contact graph G(t), where each walker corresponds to one of the M nodes. We define the exact Markov governing equation that describes the movement of the ensemble of M walkers. We investigate the consequences of the time discretization of CRWIG. We prove that CRWIG is characterized by exponential decay of the initial condition and exponentially tailed intermeeting times of the walkers. We investigate two special cases of CRWIG and derive analytical results supported by simulations. We extend the model to allow for nonexponential sojourn times for the single walkers. The non-Markovian model extension of CRWIG is able to reproduce empirical properties of human mobility observed on data: arbitrary flight length distribution, arbitrary pause-time distribution, and intermeeting time distributions that are power-law with an exponential tail."
"Too afraid to drive: systematic discovery of semantic dos vulnerability in autonomous driving planning under physical-world attacks","IEEE TRANSACTIONS ON INTELLIGENT VEHICLES","2025","Chi, Lijun; Msahli, Mounira; Zhang, Qingjie; Qiu, Han; Zhang, Tianwei; Memmi, Gerard; Qiu, Meikang","10.1109/tiv.2024.3484152","40696409","Abstract

BACKGROUND
Interventions targeting core characteristics of eating disorders (EDs) can effectively alleviate symptoms. However, it remains unclear whether these characteristics exhibit cultural specificity within the Chinese population. This study combines exploratory graph analysis (EGA) and network analysis to identify key psychological characteristics in Chinese patients with EDs.

METHODS
The psychological characteristics of 1,001 patients with EDs were assessed using the Eating Disorder Inventory-1 (EDI-1). Nineteen representative items were selected and categorized into different dimensions through EGA. Network analysis was then performed to identify key psychological characteristics by determining central and bridge nodes.

RESULTS
In addition to the ""ED-specific"" and ""Non-specific"" categories, an unexpected category, ""Perfectionism,"" was identified. Across these three categories, four key psychological characteristics were highlighted: ""terrified of gaining weight,"" ""guilty after overeating,"" ""worry that feelings will get out of control,"" and ""must do things perfectly.""

CONCLUSION
Beyond drive for thinness, perfectionism and emotional regulation difficulties may represent key psychological characteristics among Chinese individuals with EDs. These findings could help inform the development of culturally tailored treatment strategies for EDs in China."
"Optimal vehicle trajectory planning for static obstacle avoidance using nonlinear optimization","PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS, PART D: JOURNAL OF AUTOMOBILE ENGINEERING","2010","Bevan, G P; Gollee, H; O'Reilly, J","10.1243/09544070jauto1204","30790172","Abstract

PURPOSE
In the context of minimally invasive neurosurgery, steerable needles such as the one developed within the Horizon2020-funded EDEN2020 project (Frasson et al. in Proc Inst Mech Eng Part H J Eng Med 224(6):775-88, 2010. https://doi.org/10.1243/09544119JEIM663 ; Secoli and y Baena in IEEE international conference on robotics and automation, 2013) aspire to address the clinical challenge of better treatment for cancer patients. The direct, precise infusion of drugs in the proximity of a tumor has been shown to enhance its effectiveness and diffusion in the surrounding tissue (Vogelbaum and Aghi in Neuro-Oncology 17(suppl 2):ii3-ii8, 2015. https://doi.org/10.1093/neuonc/nou354 ). However, planning for an appropriate insertion trajectory for needles such as the one proposed by EDEN2020 is challenging due to factors like kinematic constraints, the presence of complex anatomical structures such as brain vessels, and constraints on the required start and target poses.

METHODS
We propose a new parallelizable three-dimensional (3D) path planning approach called Adaptive Hermite Fractal Tree (AHFT), which is able to generate 3D obstacle-free trajectories that satisfy curvature constraints given a specified start and target pose. The AHFT combines the Adaptive Fractal Tree algorithm's efficiency (Liu et al. in IEEE Robot Autom Lett 1(2):601-608, 2016. https://doi.org/10.1109/LRA.2016.2528292 ) with optimized geometric Hermite (Yong and Cheng in Comput Aided Geom Des 21(3):281-301, 2004. https://doi.org/10.1016/j.cagd.2003.08.003 ) curves, which are able to handle heading constraints.

RESULTS
Simulated results demonstrate the robustness of the AHFT to perturbations of the target position and target heading. Additionally, a simulated preoperative environment, where the surgeon is able to select a desired entry pose on the patient's skull, confirms the ability of the method to generate multiple feasible trajectories for a patient-specific case.

CONCLUSIONS
The AHFT method can be adopted in any field of application where a 3D path planner with kinematic and heading constraints on both start and end poses is required."
"IBM RAD6000 168 image sensing 79","SCIENCE NEWS","1980","de Campos, Élvio Antônio; Silva, Luana Thayline Casagrande; Rodrigues, Rodrigo Vieira; de Souza, Ronan Farias Freire; Dos Santos, Jeane Patrícia Cardozo; Olguin, Conceição de Fátima Alves; Buzanello, Cleide Viviane; Ellena, Javier Alcides; Santiago, Pedro Henrique de Oliveira; Denofre de Campos, Sílvia","10.2307/3964991","39964225","This paper describes the synthesis of a MbioF (Metal-biomolecule Framework) using glutamic acid and nickel carbonate as precursors. The direct action of glutamic acid (H2Glu) on basic nickel carbonate (NiCO3·2Ni(OH)2·4H2O) initially indicated the formation of a complex, [Ni(HGlu)2], which was then treated in a Teflon-lined stainless steel autoclave at 100 °C for 24 hours, resulting in the compound {[Ni(Glu)(H2O)]·H2O}n, with a yield of 43%. The resolution of the structure of this compound by single-crystal X-ray diffraction indicated that it belongs to the orthorhombic crystal system and space group P212121, with a structure analogous to those of the compounds {[Co(Glu)(H2O)]·H2O}n, {[Cu(Glu)(H2O)]·H2O}n and {[Zn(Glu)(H2O])·H2O}n described in the literature, with a molecular formula of C5H9NO5Ni·H2O, molar mass of 239.8379 g mol-1, parameters a, b and c with values of 7.0577(2) (Å), 10.2307(3) (Å) and 11.5350(4) (Å), and a volume of 837.219 Å3. This compound, which is an intensely green crystalline solid, was characterized by electron (UV-Vis) and vibrational spectroscopy in the Fourier Transform Infrared (FTIR) region, powder X-ray diffractometry (PXRD) and thermogravimetric analysis (TGA/DTA). The in vivo toxicity and in vitro antimicrobial activity of the complex and the Ni-MOF were tested. The two compounds presented no toxicity at a concentration of 5000 μg mL-1, and showed inhibitory activity at 64 μg mL-1 in 24 h and at 128 μg mL-1 in 48 h against the yeast Candida albicans."
"Improvement of steering performance for autonomous vehicles based on preview model","PLOS ONE","2021","Tian, Jie; Zeng, Qingkang; Wang, Peng; Wang, Xiaoqing","10.1371/journal.pone.0252098","34033673","This paper investigates the active steering control of the tractor and the trailer for the articulated heavy vehicle (AHV) to improve its high-speed lateral stability and low-speed path following. The four-degree-of-freedom (4-DOF) single track dynamic model of the AHV with a front-wheel steered trailer is established. Considering that the road information at the driver's focus is the most clear and those away from the focus blurred, a new kind controller based on the fractional calculus, i.e., a focus preview controller is designed to provide the steering input for the tractor to make it travel along the desired path. In addition, the active steering controllers based on the linear quadratic regulator (LQR) and single-point preview controller respectively are also proposed for the trailer. However, the latter is designed on the basis of the articulation angle between the tractor and trailer, inspired by the idea of the driver's single-point preview controller. Finally, the single lane change maneuver and 90o turn maneuver are carried out. And the simulation results show that compared with the single-point preview controller, the new kind preview controller for the tractor can have good high speed maneuvering stability and low speed path tracking ability by adjusting the fractional order of the controller. On this basis, three different AHVs with the same tractor are simulated and the simulation results show that the AHV whose trailer adopts the single-point preview controller has better high-speed lateral stability and low-speed path tracking than the AHV whose trailer adopts the LQR controller."
"Lightweight High-precision Map for Specific Scenes","SENSORS","2023","Zhang, Qi; Yu, Wentao; Liu, Weirong; Xu, Hao; He, Yuan","10.3390/s23229274","38005660","Currently, in most traditional VSLAM (visual SLAM) systems, static assumptions result in a low accuracy in dynamic environments, or result in a new and higher level of accuracy but at the cost of sacrificing the real-time property. In highly dynamic scenes, balancing a high accuracy and a low computational cost has become a pivotal requirement for VSLAM systems. This paper proposes a new VSLAM system, balancing the competitive demands between positioning accuracy and computational complexity and thereby further improving the overall system properties. From the perspective of accuracy, the system applies an improved lightweight target detection network to quickly detect dynamic feature points while extracting feature points at the front end of the system, and only feature points of static targets are applied for frame matching. Meanwhile, the attention mechanism is integrated into the target detection network to continuously and accurately capture dynamic factors to cope with more complex dynamic environments. From the perspective of computational expense, the lightweight network Ghostnet module is applied as the backbone network of the target detection network YOLOv5s, significantly reducing the number of model parameters and improving the overall inference speed of the algorithm. Experimental results on the TUM dynamic dataset indicate that in contrast with the ORB-SLAM3 system, the pose estimation accuracy of the system improved by 84.04%. In contrast with dynamic SLAM systems such as DS-SLAM and DVO SLAM, the system has a significantly improved positioning accuracy. In contrast with other VSLAM algorithms based on deep learning, the system has superior real-time properties while maintaining a similar accuracy index."
"Vehicle motion planning with joint cartesian-frenét mpc","IEEE ROBOTICS AND AUTOMATION LETTERS","2022","Xing, Xuetao; Zhao, Bolin; Han, Chao; Ren, Dongchun; Xia, Huaxia","10.1109/lra.2022.3194330","41116384","Building on the work of Almasan et al. [IEEE Trans. Netw. Sci. Eng. 12, 1649 (2025)10.1109/TNSE.2025.3537162], we propose a continuous-time Markov model for human contact dynamics denoted the continuous random walkers induced temporal graph model (CRWIG). In CRWIG, M walkers move randomly and independently of each other on a Markov graph with N nodes in continuous time. If walkers are in the same state (node of the Markov graph) at time t, a link is created between them in their temporal contact graph G(t), where each walker corresponds to one of the M nodes. We define the exact Markov governing equation that describes the movement of the ensemble of M walkers. We investigate the consequences of the time discretization of CRWIG. We prove that CRWIG is characterized by exponential decay of the initial condition and exponentially tailed intermeeting times of the walkers. We investigate two special cases of CRWIG and derive analytical results supported by simulations. We extend the model to allow for nonexponential sojourn times for the single walkers. The non-Markovian model extension of CRWIG is able to reproduce empirical properties of human mobility observed on data: arbitrary flight length distribution, arbitrary pause-time distribution, and intermeeting time distributions that are power-law with an exponential tail."
"Trajectory planning in frenet frame via multi-objective optimization","IEEE ACCESS","2023","Huang, Jianyu; He, Zuguang; Arakawa, Yutaka; Dawton, Billy","10.1109/access.2023.3294713","41116384","Building on the work of Almasan et al. [IEEE Trans. Netw. Sci. Eng. 12, 1649 (2025)10.1109/TNSE.2025.3537162], we propose a continuous-time Markov model for human contact dynamics denoted the continuous random walkers induced temporal graph model (CRWIG). In CRWIG, M walkers move randomly and independently of each other on a Markov graph with N nodes in continuous time. If walkers are in the same state (node of the Markov graph) at time t, a link is created between them in their temporal contact graph G(t), where each walker corresponds to one of the M nodes. We define the exact Markov governing equation that describes the movement of the ensemble of M walkers. We investigate the consequences of the time discretization of CRWIG. We prove that CRWIG is characterized by exponential decay of the initial condition and exponentially tailed intermeeting times of the walkers. We investigate two special cases of CRWIG and derive analytical results supported by simulations. We extend the model to allow for nonexponential sojourn times for the single walkers. The non-Markovian model extension of CRWIG is able to reproduce empirical properties of human mobility observed on data: arbitrary flight length distribution, arbitrary pause-time distribution, and intermeeting time distributions that are power-law with an exponential tail."
"Autonomous Driving-Oriented Cognitive Map Lane Generation and Location Recognition Algorithm","JOURNAL OF THE KOREA COMPUTER GRAPHICS SOCIETY","2024","Yun, Ho Young; Kim, Duksu","10.15701/kcgs.2024.30.3.1",,
"Path planning for on-road autonomous driving with concentrated iterative search","ELECTRONICS","2019","Li, Xingyu; Tang, Bo; Ball, John; Doude, Matthew; Carruth, Daniel W.","10.3390/electronics8060614","41282813","Abstract

UNLABELLED
Plasmids are extrachromosomal mobile genetic elements that often carry genes responsible for antimicrobial resistance. Plasmid epidemiology aims to track the evolution and spread of plasmids, but the field currently faces significant barriers that make practical implementation using whole genome sequence data difficult. Hybrid-assembled genomes remain the most reliable way to identify and track complete plasmids; however, most genomic surveillance data exists in the form of short-read sequencing, which lacks the resolution required to accurately resolve plasmids. Despite recent advances, long-read-only assemblies have not yet reached the consistency seen in hybrid assemblies. The ideal approach to plasmid epidemiology using whole genome sequence data would consider the limitations of sequencing technologies and the constraints of existing genomic surveillance infrastructure, in addition to the unique evolutionary biology of plasmids. Here, we present ACCIO (Assembly-based Circular Contig Identification for Outbreaks), a tool which creates a reference plasmid database and uses it to infer which plasmids, and genetically related plasmid groupings, are present in an input assembly (Illumina, Nanopore, or hybrid assembly). We validated ACCIO using an internal dataset of 303 plasmid-harboring bacterial clinical and surveillance isolates collected from a single acute tertiary care center. When highly related database plasmids were grouped together, ACCIO achieved 100% sensitivity and 92.1% positive predictive value (PPV) for detection of plasmid groups using hybrid assemblies, and comparably strong performance for Illumina (93.0% sensitivity, 86.6% PPV) and Nanopore (79.3% sensitivity, 91.4% PPV) assemblies. Evaluation on three external datasets yielded consistently high performance. Finally, when benchmarked against MOB-suite, a tool for reconstruction and typing of plasmids, ACCIO demonstrated superior performance across nearly all assembly types and plasmid grouping levels. By integrating database construction, clustering, and plasmid calling into a single workflow compatible with all major sequencing platforms, ACCIO is intended to help advance plasmid epidemiology beyond its current technological and infrastructural barriers.

IMPACT STATEMENT
3.Detecting and tracking plasmids-the mobile genetic elements often responsible for spreading antimicrobial resistance in hospital settings-is challenging, particularly when relying on short-read sequencing data alone. Short-read genome assemblies, despite widespread use in surveillance of bacterial pathogens, inherently lack the resolution required for plasmid analyses. Current bioinformatic methods struggle to identify whole plasmids from short-read assemblies alone, and often, hybrid assembly using both short- and long-read data is required for the robust analyses that are essential for tracking plasmids.To address these challenges, we developed ACCIO, a bioinformatics tool which utilizes input genome assemblies (short-read, long-read, or hybrid assemblies) to assess the plasmid content of clinical bacterial isolates for epidemiologic purposes. We validated its use against the recovery of circular plasmid sequences from hybrid assembled genomes as a gold standard method for determining plasmid content. Using a curated local database of 430 plasmid sequences, ACCIO provided accurate inferences of plasmid content from short-read (Illumina), long-read (Oxford Nanopore Technologies), and hybrid assemblies (both), ultimately facilitating genomic surveillance of plasmids regardless of sequencing technology. This work represents a meaningful step forward in advancing plasmid surveillance beyond the technological and infrastructural barriers that limit its broader expansion into healthcare and other settings.

DATA SUMMARY
4.Short- and long-read sequencing data have been deposited in the NCBI Sequence Read Archive (SRA) under multiple BioProjects, and corresponding hybrid genome assemblies are available in GenBank. Accession numbers for all BioProjects, BioSamples, and SRA datasets are provided in Supplementary Data S1. All supporting data, software code, and experimental/analysis protocols are provided within the article or in supplementary data files. External validation of ACCIO used three external datasets (Cho et al. 2023, BioProjects PRJNA475751 and PRJNA874473, DOI: 10.1038/s41598-024-70540-1; Lipworth et al. 2024, BioProject: PRJNA604975, DOI: 10.1038/s41467-024-45761-7; Khezri et al. 2021, European Nucleotide Archive (ENA): PRJEB45084, DOI: 10.3390/microorganisms9122560).List of External Software:: MOB-suite (v3.1.9) - https://github.com/phac-nml/mob-suite Skani (v0.2.2) - https://github.com/bluenote-1577/skani Scipy (v1.16.1) - https://github.com/scipy/scipy Pling (v2.0.0) - https://github.com/iqbal-lab-org/pling MUMmer / NUCmer (v4.0.1) - https://mummer4.github.io/ Mash / Mash Screen (v2.3) - https://github.com/marbl/Mash SPAdes (v3.15.5) - https://github.com/ablab/spades Unicycler (v0.5.1) - https://github.com/rrwick/Unicycler Flye (v2.9.5) - https://github.com/mikolmogorov/Flye QUAST (v5.2.0) - https://github.com/ablab/quast Kraken2 (v2.1.3) - https://github.com/DerrickWood/kraken2 CheckM (v0.4) - https://github.com/Ecogenomics/CheckM Albacore/Guppy - [no longer officially hosted; was distributed by ONT] Guppy - https://nanoporetech.com/software/other/guppy Dorado - https://github.com/nanoporetech/dorado Bowtie2 (v2.5.4) - https://github.com/BenLangmead/bowtie2 Minimap2 (v2.28) - https://github.com/lh3/minimap2 Biopython (v1.85) - https://biopython.org/ Pandas (v2.3.1) - https://pandas.pydata.org/ Plasme (v1.1) - https://github.com/HubertTang/PLASMe BLAST(v2.17.0) - https://blast.ncbi.nlm.nih.gov/Blast.cgi."
"Transferring Test Scenarios Between Autonomous Driving Systems","KYBERNETES","2023","Zorman, Milan; Žlahtič, Bojan; Stradovnik, Saša; Hace, Aleš","10.1108/k-05-2022-0679","41242263","Urban flooding is a major risk to infrastructure and public safety, particularly in densely populated cities facing rapid urbanization and climate change. This study introduces an AI-driven convolutional neural network (CNN)-based framework for assessing street-scale flood risks by integrating hydrometeorological, topographic, and urban morphological data. The CNN model, trained on Shenzhen data and applied to Hong Kong, demonstrates its strong spatial transferability and the potential of deep learning in urban flood risk assessment. In the application, the model predicts flood inundation under four design rainfall scenarios. Results show that under the extreme 100-year recurrence interval, 60-min rainfall scenario, the flood-prone area in Hong Kong expanded to 64.1 km2 (5.79 % of the urban area), with average inundation depths reaching 15.6 cm and a maximum depth of 68.6 cm. A road-level flood risk assessment identified 501 high-risk road segments (18.9 % of the total network), concentrated in southern Kowloon Peninsula and northern Hong Kong Island. This framework emphasizes the need for tailored flood mitigation strategies for different urban areas and highlights the model's cross-regional transferability as an innovation for flood risk assessment in cities with similar conditions."
"A comprehensive survey on high-definition map generation and maintenance","ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION","2024","Asrat, Kaleab Taye; Cho, Hyung-Ju","10.3390/ijgi13070232","41282813","Abstract

UNLABELLED
Plasmids are extrachromosomal mobile genetic elements that often carry genes responsible for antimicrobial resistance. Plasmid epidemiology aims to track the evolution and spread of plasmids, but the field currently faces significant barriers that make practical implementation using whole genome sequence data difficult. Hybrid-assembled genomes remain the most reliable way to identify and track complete plasmids; however, most genomic surveillance data exists in the form of short-read sequencing, which lacks the resolution required to accurately resolve plasmids. Despite recent advances, long-read-only assemblies have not yet reached the consistency seen in hybrid assemblies. The ideal approach to plasmid epidemiology using whole genome sequence data would consider the limitations of sequencing technologies and the constraints of existing genomic surveillance infrastructure, in addition to the unique evolutionary biology of plasmids. Here, we present ACCIO (Assembly-based Circular Contig Identification for Outbreaks), a tool which creates a reference plasmid database and uses it to infer which plasmids, and genetically related plasmid groupings, are present in an input assembly (Illumina, Nanopore, or hybrid assembly). We validated ACCIO using an internal dataset of 303 plasmid-harboring bacterial clinical and surveillance isolates collected from a single acute tertiary care center. When highly related database plasmids were grouped together, ACCIO achieved 100% sensitivity and 92.1% positive predictive value (PPV) for detection of plasmid groups using hybrid assemblies, and comparably strong performance for Illumina (93.0% sensitivity, 86.6% PPV) and Nanopore (79.3% sensitivity, 91.4% PPV) assemblies. Evaluation on three external datasets yielded consistently high performance. Finally, when benchmarked against MOB-suite, a tool for reconstruction and typing of plasmids, ACCIO demonstrated superior performance across nearly all assembly types and plasmid grouping levels. By integrating database construction, clustering, and plasmid calling into a single workflow compatible with all major sequencing platforms, ACCIO is intended to help advance plasmid epidemiology beyond its current technological and infrastructural barriers.

IMPACT STATEMENT
3.Detecting and tracking plasmids-the mobile genetic elements often responsible for spreading antimicrobial resistance in hospital settings-is challenging, particularly when relying on short-read sequencing data alone. Short-read genome assemblies, despite widespread use in surveillance of bacterial pathogens, inherently lack the resolution required for plasmid analyses. Current bioinformatic methods struggle to identify whole plasmids from short-read assemblies alone, and often, hybrid assembly using both short- and long-read data is required for the robust analyses that are essential for tracking plasmids.To address these challenges, we developed ACCIO, a bioinformatics tool which utilizes input genome assemblies (short-read, long-read, or hybrid assemblies) to assess the plasmid content of clinical bacterial isolates for epidemiologic purposes. We validated its use against the recovery of circular plasmid sequences from hybrid assembled genomes as a gold standard method for determining plasmid content. Using a curated local database of 430 plasmid sequences, ACCIO provided accurate inferences of plasmid content from short-read (Illumina), long-read (Oxford Nanopore Technologies), and hybrid assemblies (both), ultimately facilitating genomic surveillance of plasmids regardless of sequencing technology. This work represents a meaningful step forward in advancing plasmid surveillance beyond the technological and infrastructural barriers that limit its broader expansion into healthcare and other settings.

DATA SUMMARY
4.Short- and long-read sequencing data have been deposited in the NCBI Sequence Read Archive (SRA) under multiple BioProjects, and corresponding hybrid genome assemblies are available in GenBank. Accession numbers for all BioProjects, BioSamples, and SRA datasets are provided in Supplementary Data S1. All supporting data, software code, and experimental/analysis protocols are provided within the article or in supplementary data files. External validation of ACCIO used three external datasets (Cho et al. 2023, BioProjects PRJNA475751 and PRJNA874473, DOI: 10.1038/s41598-024-70540-1; Lipworth et al. 2024, BioProject: PRJNA604975, DOI: 10.1038/s41467-024-45761-7; Khezri et al. 2021, European Nucleotide Archive (ENA): PRJEB45084, DOI: 10.3390/microorganisms9122560).List of External Software:: MOB-suite (v3.1.9) - https://github.com/phac-nml/mob-suite Skani (v0.2.2) - https://github.com/bluenote-1577/skani Scipy (v1.16.1) - https://github.com/scipy/scipy Pling (v2.0.0) - https://github.com/iqbal-lab-org/pling MUMmer / NUCmer (v4.0.1) - https://mummer4.github.io/ Mash / Mash Screen (v2.3) - https://github.com/marbl/Mash SPAdes (v3.15.5) - https://github.com/ablab/spades Unicycler (v0.5.1) - https://github.com/rrwick/Unicycler Flye (v2.9.5) - https://github.com/mikolmogorov/Flye QUAST (v5.2.0) - https://github.com/ablab/quast Kraken2 (v2.1.3) - https://github.com/DerrickWood/kraken2 CheckM (v0.4) - https://github.com/Ecogenomics/CheckM Albacore/Guppy - [no longer officially hosted; was distributed by ONT] Guppy - https://nanoporetech.com/software/other/guppy Dorado - https://github.com/nanoporetech/dorado Bowtie2 (v2.5.4) - https://github.com/BenLangmead/bowtie2 Minimap2 (v2.28) - https://github.com/lh3/minimap2 Biopython (v1.85) - https://biopython.org/ Pandas (v2.3.1) - https://pandas.pydata.org/ Plasme (v1.1) - https://github.com/HubertTang/PLASMe BLAST(v2.17.0) - https://blast.ncbi.nlm.nih.gov/Blast.cgi."
"Clothoid-Based Reference Path Reconstruction for HD Map Generation","IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS","2024","Zhang, Songyi; Wang, Runsheng; Jian, Zhiqiang; Zhan, Wei; Zheng, Nanning; Tomizuka, Masayoshi","10.1109/tits.2023.3305198","41116384","Building on the work of Almasan et al. [IEEE Trans. Netw. Sci. Eng. 12, 1649 (2025)10.1109/TNSE.2025.3537162], we propose a continuous-time Markov model for human contact dynamics denoted the continuous random walkers induced temporal graph model (CRWIG). In CRWIG, M walkers move randomly and independently of each other on a Markov graph with N nodes in continuous time. If walkers are in the same state (node of the Markov graph) at time t, a link is created between them in their temporal contact graph G(t), where each walker corresponds to one of the M nodes. We define the exact Markov governing equation that describes the movement of the ensemble of M walkers. We investigate the consequences of the time discretization of CRWIG. We prove that CRWIG is characterized by exponential decay of the initial condition and exponentially tailed intermeeting times of the walkers. We investigate two special cases of CRWIG and derive analytical results supported by simulations. We extend the model to allow for nonexponential sojourn times for the single walkers. The non-Markovian model extension of CRWIG is able to reproduce empirical properties of human mobility observed on data: arbitrary flight length distribution, arbitrary pause-time distribution, and intermeeting time distributions that are power-law with an exponential tail."
"Real-time trajectory planning for autonomous driving with gaussian process and incremental refinement","IET CONTROL THEORY & APPLICATIONS","2023","Lu, Yongkang; He, Shenghuang; Li, Yanzhou; Wu, Yuanqing; Zhong, Wenjian","10.1049/cth2.12397","40688697","[This retracts the article DOI: 10.1049/nbt2.12107.]."
"Train here, drive there: ROS based end-to-end autonomous-driving pipeline validation in CARLA simulator using the NHTSA typology","MULTIMEDIA TOOLS AND APPLICATIONS","2022","Gómez-Huélamo, Carlos; Del Egido, Javier; Bergasa, Luis M.; Barea, Rafael; López-Guillén, Elena; Arango, Felipe; Araluce, Javier; López, Joaquín","10.1007/s11042-021-11681-7","41287838","Abstract

UNLABELLED
Fifteen organochlorine pesticides (OCPs) were determined in sediments from 14 sites in upper, middle and lower reaches of River Rwizi. Duplicate samples were collected at each site, during three sampling regimes covering the wet and dry seasons. Sediments were extracted using acetone: hexane (1:1 mixture) and clean-up was achieved using C18 cartridge. OCPs were determined using gas chromatography-mass spectrometry (GC-MS). Principal component analysis (PCA) was used to assess spatial relationships. To assess ecological health risk, the risk quotient (RQ) based on exposure and toxicity was calculated. Hazard index (HI), based on the sum of ratios of the OCP doses to permitted levels was calculated assess risk to human health. Recoveries of 54.4-93%, linearity (R2) > 0.9988, limits of detection (LoD) of 0.34-0.66 ng/kg and limits of quantification (LoQ) of 1.02-2.01 ng/kg were obtained during method validation. The total OCPs concentration was 84.34-159.5 µg/kg dry weight. Presence of OCPs in the sediment may be attributed to environmental persistence, however the presence of endosulfans implies continuing input since they have a relatively short half-life. Ecological risk quotient (RQ) values were 0.01-9780.37 while hazard index (HI) values were all less than 1. The HI for dermal exposure in children was 0.2695 and in adults it was 0.1497, exceeding the negligible risk threshold of H < 0.1. While the risk to human health was low, the high risk posed to ecology by heptachlor (RQ = 9780.37) and endosulfan II (RQ = 835.98) requires immediate mitigation.

SUPPLEMENTARY INFORMATION
The online version contains supplementary material available at 10.1007/s44274-025-00465-7."
